RTFORD WWTP WI US,20040513 04:00,50.0
COOP:475352,MERCER RANGER STATION WI US,20051223 08:00,9.0
COOP:475352,MERCER RANGER STATION WI US,20051223 17:00,2.0
COOP:475352,MERCER RANGER STATION WI US,20051228 21:00,24.0
COOP:475352,MERCER RANGER STATION WI US,20051230 11:00,10.0
COOP:475352,MERCER RANGER STATION WI US,20051230 14:00,17.0
COOP:475352,MERCER RANGER STATION WI US,20051230 18:00,28.0
COOP:475352,MERCER RANGER STATION WI US,20060101 01:00,7.0
COOP:475352,MERCER RANGER STATION WI US,20060102 17:00,26.0
COOP:475352,MERCER RANGER STATION WI US,20060104 05:00,10.0
COOP:475352,MERCER RANGER STATION WI US,20060107 14:00,20.0
COOP:475352,MERCER RANGER STATION WI US,20060117 00:00,3.0
COOP:475352,MERCER RANGER STATION WI US,20060117 01:00,5.0
COOP:475352,MERCER RANGER STATION WI US,20060117 10:00,0.0
COOP:475352,MERCER RANGER STATION WI US,20060119 17:00,4.0
COOP:475352,MERCER RANGER STATION WI US,20060119 19:00,29.0
COOP:475352,MERCER RANGER STATION WI US,20060124 09:00,9.0
COOP:475352,MERCER RANGER STATION WI US,20060124 16:00,27.0
COOP:475352,MERCER RANGER STATION WI US,20060129 02:00,2.0
COOP:475352,MERCER RANGER STATION WI US,20060129 08:00,29.0
COOP:475352,MERCER RANGER STATION WI US,20060129 19:00,22.0
COOP:475352,MERCER RANGER STATION WI US,20060129 21:00,0.0
COOP:475352,MERCER RANGER STATION WI US,20060129 23:00,24.0
COOP:475352,MERCER RANGER STATION WI US,20060201 01:00,18.0
COOP:475352,MERCER RANGER STATION WI US,20060201 03:00,15.0
COOP:475352,MERCER RANGER STATION WI US,20060201 04:00,29.0
COOP:475352,MERCER RANGER STATION WI US,20060201 05:00,24.0
COOP:475352,MERCER RANGER STATION WI US,20060201 06:00,9.0
COOP:475352,MERCER RANGER STATION WI US,20060201 07:00,32.0
COOP:475352,MERCER RANGER STATION WI US,20060204 12:00,4.0
COOP:475352,MERCER RANGER STATION WI US,20060214 12:00,31.0
COOP:475352,MERCER RANGER STATION WI US,20060222 02:00,0.0
COOP:475352,MERCER RANGER STATION WI US,20060224 19:00,17.0
COOP:475352,MERCER RANGER STATION WI US,20060225 12:00,26.0
COOP:475352,MERCER RANGER STATION WI US,20060301 01:00,60.0
COOP:475352,MERCER RANGER STATION WI US,20060302 06:00,40.0
COOP:475352,MERCER RANGER STATION WI US,20060302 07:00,74.0
COOP:475352,MERCER RANGER STATION WI US,20060303 09:00,65.0
COOP:475352,MERCER RANGER STATION WI US,20060401 00:00,38.0
COOP:475352,MERCER RANGER STATION WI US,20060401 01:00,48.0
COOP:475352,MERCER RANGER STATION WI US,20060501 00:00,86.0
COOP:475352,MERCER RANGER STATION WI US,20060501 01:00,37.0
COOP:475352,MERCER RANGER STATION WI US,20060601 00:00,48.0
COOP:475352,MERCER RANGER STATION WI US,20060601 01:00,70.0
COOP:475352,MERCER RANGER STATION WI US,20060701 00:00,44.0
COOP:475352,MERCER RANGER STATION WI US,20060701 01:00,77.0
COOP:475352,MERCER RANGER STATION WI US,20060801 00:00,36.0
COOP:475352,MERCER RANGER STATION WI US,20060801 01:00,84.0
COOP:475352,MERCER RANGER STATION WI US,20060901 00:00,55.0
COOP:475352,MERCER RANGER STATION WI US,20060901 01:00,53.0
COOP:475352,MERCER RANGER STATION WI US,20060929 09:00,60.0
COOP:475352,MERCER RANGER STATION WI US,20061001 01:00,41.0
COOP:475352,MERCER RANGER STATION WI US,20061001 09:00,47.0
COOP:475352,MERCER RANGER STATION WI US,20061001 10:00,34.0
COOP:475352,MERCER RANGER STATION WI US,20061004 00:00,80.0
COOP:475352,MERCER RANGER STATION WI US,20061004 01:00,54.0
COOP:475352,MERCER RANGER STATION WI US,20061004 11:00,37.0
COOP:475352,MERCER RANGER STATION WI US,20061011 09:00,82.0
COOP:475352,MERCER RANGER STATION WI US,20061011 14:00,44.0
COOP:475352,MERCER RANGER STATION WI US,20061011 15:00,56.0
COOP:475352,MERCER RANGER STATION WI US,20061012 13:00,80.0
COOP:475352,MERCER RANGER STATION WI US,20061012 17:00,80.0
COOP:475352,MERCER RANGER STATION WI US,20061012 19:00,49.0
COOP:475352,MERCER RANGER STATION WI US,20061013 02:00,65.0
COOP:475352,MERCER RANGER STATION WI US,20061013 06:00,44.0
COOP:475352,MERCER RANGER STATION WI US,20061013 14:00,63.0
COOP:475352,MERCER RANGER STATION WI US,20061013 20:00,38.0
COOP:475352,MERCER RANGER STATION WI US,20061014 01:00,38.0
COOP:475352,MERCER RANGER STATION WI US,20061016 16:00,74.0
COOP:475352,MERCER RANGER STATION WI US,20061017 12:00,88.0
COOP:475352,MERCER RANGER STATION WI US,20061022 14:00,68.0
COOP:475352,MERCER RANGER STATION WI US,20061023 18:00,79.0
COOP:475352,MERCER RANGER STATION WI US,20061024 09:00,55.0
COOP:475352,MERCER RANGER STATION WI US,20061101 01:00,24.0
COOP:475352,MERCER RANGER STATION WI US,20061107 20:00,25.0
COOP:475352,MERCER RANGER STATION WI US,20061107 22:00,32.0
COOP:475352,MERCER RANGER STATION WI US,20061108 22:00,13.0
COOP:475352,MERCER RANGER STATION WI US,20061113 00:00,13.0
COOP:475352,MERCER RANGER STATION WI US,20061113 04:00,15.0
COOP:475352,MERCER RANGER STATION WI US,20061113 07:00,1.0
COOP:475352,MERCER RANGER STATION WI US,20061113 10:00,25.0
COOP:475352,MERCER RANGER STATION WI US,20061116 17:00,31.0
COOP:475352,MERCER RANGER STATION WI US,20061127 08:00,30.0
COOP:475352,MERCER RANGER STATION WI US,20061127 09:00,10.0
COOP:475352,MERCER RANGER STATION WI US,20061128 16:00,19.0
COOP:475352,MERCER RANGER STATION WI US,20061201 01:00,19.0
COOP:475352,MERCER RANGER STATION WI US,20061204 05:00,10.0
COOP:475352,MERCER RANGER STATION WI US,20061205 14:00,12.0
COOP:475352,MERCER RANGER STATION WI US,20061205 18:00,25.0
COOP:475352,MERCER RANGER STATION WI US,20061206 18:00,0.0
COOP:475352,MERCER RANGER STATION WI US,20061206 23:00,17.0
COOP:475352,MERCER RANGER STATION WI US,20061212 06:00,18.0
COOP:475352,MERCER RANGER STATION WI US,20061212 07:00,28.0
COOP:475352,MERCER RANGER STATION WI US,20061212 12:00,18.0
COOP:475352,MERCER RANGER STATION WI US,20061214 12:00,3.0
COOP:475352,MERCER RANGER STATION WI US,20061215 01:00,25.0
COOP:475352,MERCER RANGER STATION WI US,20061222 16:00,26.0
COOP:475352,MERCER RANGER STATION WI US,20061222 18:00,12.0
COOP:475352,MERCER RANGER STATION WI US,20061222 20:00,0.0
COOP:475352,MERCER RANGER STATION WI US,20061222 23:00,15.0
COOP:475352,MERCER RANGER STATION WI US,20061223 07:00,28.0
COOP:475352,MERCER RANGER STATION WI US,20061226 13:00,29.0
COOP:475352,MERCER RANGER STATION WI US,20061229 19:00,30.0
COOP:475352,MERCER RANGER STATION WI US,20061231 12:00,1.0
COOP:475352,MERCER RANGER STATION WI US,20061231 14:00,3.0
COOP:475352,MERCER RANGER STATION WI US,20061231 23:00,2.0
COOP:475352,MERCER RANGER STATION WI US,20070101 01:00,15.0
COOP:475352,MERCER RANGER STATION WI US,20070101 08:00,7.0
COOP:475352,MERCER RANGER STATION WI US,20070101 12:00,8.0
COOP:475352,MERCER RANGER STATION WI US,20070115 07:00,30.0
COOP:475352,MERCER RANGER STATION WI US,20070116 13:00,0.0
COOP:475352,MERCER RANGER STATION WI US,20070121 17:00,20.0
COOP:475352,MERCER RANGER STATION WI US,20070125 14:00,22.0
COOP:475352,MERCER RANGER STATION WI US,20070129 17:00,27.0
COOP:475352,MERCER RANGER STATION WI US,20070201 01:00,30.0
COOP:475352,MERCER RANGER STATION WI US,20070206 15:00,22.0
COOP:475352,MERCER RANGER STATION WI US,20070221 19:00,16.0
COOP:475352,MERCER RANGER STATION WI US,20070225 08:00,30.0
COOP:475352,MERCER RANGER STATION WI US,20070225 21:00,11.0
COOP:475352,MERCER RANGER STATION WI US,20070301 01:00,43.0
COOP:475352,MERCER RANGER STATION WI US,20070301 14:00,51.0
COOP:475352,MERCER RANGER STATION WI US,20070301 18:00,48.0
COOP:475352,MERCER RANGER STATION WI US,20070301 22:00,80.0
COOP:475352,MERCER RANGER STATION WI US,20070302 04:00,44.0
COOP:475352,MERCER RANGER STATION WI US,20070302 14:00,61.0
COOP:475352,MERCER RANGER STATION WI US,20070304 12:00,42.0
COOP:475352,MERCER RANGER STATION WI US,20070306 17:00,69.0
COOP:475352,MERCER RANGER STATION WI US,20070311 23:00,50.0
COOP:475352,MERCER RANGER STATION WI US,20070318 21:00,58.0
COOP:475352,MERCER RANGER STATION WI US,20070318 22:00,74.0
COOP:475352,MERCER RANGER STATION WI US,20070319 03:00,46.0
COOP:475352,MERCER RANGER STATION WI US,20070325 06:00,40.0
COOP:475352,MERCER RANGER STATION WI US,20070325 17:00,35.0
COOP:475352,MERCER RANGER STATION WI US,20070325 18:00,70.0
COOP:475352,MERCER RANGER STATION WI US,20070328 06:00,70.0
COOP:475352,MERCER RANGER STATION WI US,20070330 19:00,85.0
COOP:475352,MERCER RANGER STATION WI US,20070331 18:00,54.0
COOP:475352,MERCER RANGER STATION WI US,20070331 21:00,92.0
COOP:475352,MERCER RANGER STATION WI US,20070401 01:00,51.0
COOP:475352,MERCER RANGER STATION WI US,20070401 10:00,39.0
COOP:475352,MERCER RANGER STATION WI US,20070401 15:00,68.0
COOP:475352,MERCER RANGER STATION WI US,20070402 10:00,70.0
COOP:475352,MERCER RANGER STATION WI US,20070402 11:00,55.0
COOP:475352,MERCER RANGER STATION WI US,20070403 11:00,35.0
COOP:475352,MERCER RANGER STATION WI US,20070403 13:00,80.0
COOP:475352,MERCER RANGER STATION WI US,20070403 15:00,48.0
COOP:475352,MERCER RANGER STATION WI US,20070403 20:00,74.0
COOP:475352,MERCER RANGER STATION WI US,20070404 02:00,66.0
COOP:475352,MERCER RANGER STATION WI US,20070404 13:00,91.0
COOP:475352,MERCER RANGER STATION WI US,20070405 10:00,45.0
COOP:475352,MERCER RANGER STATION WI US,20070412 10:00,38.0
COOP:475352,MERCER RANGER STATION WI US,20070417 03:00,64.0
COOP:475352,MERCER RANGER STATION WI US,20070422 20:00,35.0
COOP:475352,MERCER RANGER STATION WI US,20070423 01:00,52.0
COOP:475352,MERCER RANGER STATION WI US,20070423 02:00,51.0
COOP:475352,MERCER RANGER STATION WI US,20070423 03:00,67.0
COOP:475352,MERCER RANGER STATION WI US,20070423 04:00,68.0
COOP:475352,MERCER RANGER STATION WI US,20070501 01:00,55.0
COOP:475352,MERCER RANGER STATION WI US,20070507 13:00,50.0
COOP:475352,MERCER RANGER STATION WI US,20070507 17:00,86.0
COOP:475352,MERCER RANGER STATION WI US,20070514 20:00,43.0
COOP:475352,MERCER RANGER STATION WI US,20070519 00:00,50.0
COOP:475352,MERCER RANGER STATION WI US,20070523 09:00,50.0
COOP:475352,MERCER RANGER STATION WI US,20070524 00:00,65.0
COOP:475352,MERCER RANGER STATION WI US,20070524 05:00,90.0
COOP:475352,MERCER RANGER STATION WI US,20070524 14:00,76.0
COOP:475352,MERCER RANGER STATION WI US,20070524 15:00,45.0
COOP:475352,MERCER RANGER STATION WI US,20070524 17:00,88.0
COOP:475352,MERCER RANGER STATION WI US,20070524 18:00,89.0
COOP:475352,MERCER RANGER STATION WI US,20070524 19:00,37.0
COOP:475352,MERCER RANGER STATION WI US,20070529 18:00,53.0
COOP:475352,MERCER RANGER STATION WI US,20070530 15:00,37.0
COOP:475352,MERCER RANGER STATION WI US,20070530 16:00,78.0
COOP:475352,MERCER RANGER STATION WI US,20070530 18:00,64.0
COOP:475352,MERCER RANGER STATION WI US,20070531 14:00,41.0
COOP:475352,MERCER RANGER STATION WI US,20070601 01:00,78.0
COOP:475352,MERCER RANGER STATION WI US,20070602 03:00,33.0
COOP:475352,MERCER RANGER STATION WI US,20070606 21:00,60.0
COOP:475352,MERCER RANGER STATION WI US,20070607 16:00,79.0
COOP:475352,MERCER RANGER STATION WI US,20070617 14:00,54.0
COOP:475352,MERCER RANGER STATION WI US,20070617 15:00,35.0
COOP:475352,MERCER RANGER STATION WI US,20070618 16:00,75.0
COOP:475352,MERCER RANGER STATION WI US,20070618 17:00,50.0
COOP:475352,MERCER RANGER STATION WI US,20070618 18:00,61.0
COOP:475352,MERCER RANGER STATION WI US,20070618 19:00,59.0
COOP:475352,MERCER RANGER STATION WI US,20070626 21:00,74.0
COOP:475352,MERCER RANGER STATION WI US,20070626 22:00,63.0
COOP:475352,MERCER RANGER STATION WI US,20070626 23:00,81.0
COOP:475352,MERCER RANGER STATION WI US,20070627 00:00,44.0
COOP:475352,MERCER RANGER STATION WI US,20070701 01:00,55.0
COOP:475352,MERCER RANGER STATION WI US,20070705 17:00,91.0
COOP:475352,MERCER RANGER STATION WI US,20070708 20:00,59.0
COOP:475352,MERCER RANGER STATION WI US,20070711 16:00,48.0
COOP:475352,MERCER RANGER STATION WI US,20070711 18:00,42.0
COOP:475352,MERCER RANGER STATION WI US,20070711 21:00,90.0
COOP:475352,MERCER RANGER STATION WI US,20070712 16:00,71.0
COOP:475352,MERCER RANGER STATION WI US,20070714 00:00,38.0
COOP:475352,MERCER RANGER STATION WI US,20070718 16:00,41.0
COOP:475352,MERCER RANGER STATION WI US,20070726 16:00,61.0
COOP:475352,MERCER RANGER STATION WI US,20070726 17:00,39.0
COOP:475352,MERCER RANGER STATION WI US,20070726 19:00,54.0
COOP:475352,MERCER RANGER STATION WI US,20070727 12:00,55.0
COOP:475352,MERCER RANGER STATION WI US,20070801 01:00,84.0
COOP:475352,MERCER RANGER STATION WI US,20070809 15:00,54.0
COOP:475352,MERCER RANGER STATION WI US,20070809 16:00,72.0
COOP:475352,MERCER RANGER STATION WI US,20070811 08:00,68.0
COOP:475352,MERCER RANGER STATION WI US,20070816 03:00,38.0
COOP:475352,MERCER RANGER STATION WI US,20070821 09:00,69.0
COOP:475352,MERCER RANGER STATION WI US,20070822 10:00,61.0
COOP:475352,MERCER RANGER STATION WI US,20070828 01:00,60.0
COOP:475352,MERCER RANGER STATION WI US,20070828 02:00,70.0
COOP:475352,MERCER RANGER STATION WI US,20070828 04:00,92.0
COOP:475352,MERCER RANGER STATION WI US,20070828 06:00,45.0
COOP:475352,MERCER RANGER STATION WI US,20070828 08:00,62.0
COOP:475352,MERCER RANGER STATION WI US,20070901 01:00,82.0
COOP:475352,MERCER RANGER STATION WI US,20070904 08:00,84.0
COOP:475352,MERCER RANGER STATION WI US,20070905 08:00,81.0
COOP:475352,MERCER RANGER STATION WI US,20070909 11:00,81.0
COOP:475352,MERCER RANGER STATION WI US,20070913 11:00,50.0
COOP:475352,MERCER RANGER STATION WI US,20070913 12:00,52.0
COOP:475352,MERCER RANGER STATION WI US,20070917 14:00,60.0
COOP:475352,MERCER RANGER STATION WI US,20070918 09:00,53.0
COOP:475352,MERCER RANGER STATION WI US,20070918 11:00,82.0
COOP:475352,MERCER RANGER STATION WI US,20070918 16:00,41.0
COOP:475352,MERCER RANGER STATION WI US,20070919 03:00,92.0
COOP:475352,MERCER RANGER STATION WI US,20070919 05:00,49.0
COOP:475352,MERCER RANGER STATION WI US,20070921 02:00,77.0
COOP:475352,MERCER RANGER STATION WI US,20070921 06:00,64.0
COOP:475352,MERCER RANGER STATION WI US,20070921 07:00,69.0
COOP:475352,MERCER RANGER STATION WI US,20070921 09:00,80.0
COOP:475352,MERCER RANGER STATION WI US,20070924 18:00,91.0
COOP:475352,MERCER RANGER STATION WI US,20070924 19:00,58.0
COOP:475352,MERCER RANGER STATION WI US,20070924 21:00,39.0
COOP:475352,MERCER RANGER STATION WI US,20070926 12:00,82.0
COOP:475352,MERCER RANGER STATION WI US,20070927 19:00,44.0
COOP:475352,MERCER RANGER STATION WI US,20070929 17:00,39.0
COOP:475352,MERCER RANGER STATION WI US,20070929 18:00,41.0
COOP:475352,MERCER RANGER STATION WI US,20070930 13:00,43.0
COOP:475352,MERCER RANGER STATION WI US,20070930 14:00,67.0
COOP:475352,MERCER RANGER STATION WI US,20070930 17:00,68.0
COOP:475352,MERCER RANGER STATION WI US,20070930 18:00,72.0
COOP:475352,MERCER RANGER STATION WI US,20071001 01:00,36.0
COOP:475352,MERCER RANGER STATION WI US,20071002 14:00,76.0
COOP:475352,MERCER RANGER STATION WI US,20071002 19:00,83.0
COOP:475352,MERCER RANGER STATION WI US,20071002 20:00,59.0
COOP:475352,MERCER RANGER STATION WI US,20071002 21:00,58.0
COOP:475352,MERCER RANGER STATION WI US,20071002 22:00,38.0
COOP:475352,MERCER RANGER STATION WI US,20071003 00:00,70.0
COOP:475352,MERCER RANGER STATION WI US,20071003 01:00,78.0
COOP:475352,MERCER RANGER STATION WI US,20071004 09:00,56.0
COOP:475352,MERCER RANGER STATION WI US,20071005 05:00,66.0
COOP:475352,MERCER RANGER STATION WI US,20071005 06:00,52.0
COOP:475352,MERCER RANGER STATION WI US,20071005 07:00,39.0
COOP:475352,MERCER RANGER STATION WI US,20071005 08:00,40.0
COOP:475352,MERCER RANGER STATION WI US,20071005 09:00,82.0
COOP:475352,MERCER RANGER STATION WI US,20071005 10:00,92.0
COOP:475352,MERCER RANGER STATION WI US,20071005 11:00,45.0
COOP:475352,MERCER RANGER STATION WI US,20071005 12:00,64.0
COOP:475352,MERCER RANGER STATION WI US,20071005 23:00,65.0
COOP:475352,MERCER RANGER STATION WI US,20071006 04:00,74.0
COOP:475352,MERCER RANGER STATION WI US,20071006 12:00,52.0
COOP:475352,MERCER RANGER STATION WI US,20071008 03:00,65.0
COOP:475352,MERCER RANGER STATION WI US,20071008 14:00,60.0
COOP:475352,MERCER RANGER STATION WI US,20071008 15:00,90.0
COOP:475352,MERCER RANGER STATION WI US,20071010 01:00,56.0
COOP:475352,MERCER RANGER STATION WI US,20071010 06:00,55.0
COOP:475352,MERCER RANGER STATION WI US,20071011 01:00,57.0
COOP:475352,MERCER RANGER STATION WI US,20071016 05:00,62.0
COOP:475352,MERCER RANGER STATION WI US,20071016 08:00,72.0
COOP:475352,MERCER RANGER STATION WI US,20071016 12:00,51.0
COOP:475352,MERCER RANGER STATION WI US,20071018 02:00,39.0
COOP:475352,MERCER RANGER STATION WI US,20071018 04:00,75.0
COOP:475352,MERCER RANGER STATION WI US,20071018 06:00,53.0
COOP:475352,MERCER RANGER STATION WI US,20071018 11:00,81.0
COOP:475352,MERCER RANGER STATION WI US,20071018 20:00,59.0
COOP:475352,MERCER RANGER STATION WI US,20071018 22:00,40.0
COOP:475352,MERCER RANGER STATION WI US,20071019 04:00,73.0
COOP:475352,MERCER RANGER STATION WI US,20071019 06:00,62.0
COOP:475352,MERCER RANGER STATION WI US,20071019 09:00,82.0
COOP:475352,MERCER RANGER STATION WI US,20071019 11:00,87.0
COOP:475352,MERCER RANGER STATION WI US,20071019 14:00,77.0
COOP:475352,MERCER RANGER STATION WI US,20071021 21:00,56.0
COOP:475352,MERCER RANGER STATION WI US,20071023 20:00,43.0
COOP:475352,MERCER RANGER STATION WI US,20071031 08:00,46.0
COOP:475352,MERCER RANGER STATION WI US,20071101 01:00,14.0
COOP:475352,MERCER RANGER STATION WI US,20071104 23:00,13.0
COOP:475352,MERCER RANGER STATION WI US,20071105 19:00,9.0
COOP:475352,MERCER RANGER STATION WI US,20071105 23:00,32.0
COOP:475352,MERCER RANGER STATION WI US,20071106 06:00,21.0
COOP:475352,MERCER RANGER STATION WI US,20071108 15:00,23.0
COOP:475352,MERCER RANGER STATION WI US,20071111 11:00,31.0
COOP:475352,MERCER RANGER STATION WI US,20071114 22:00,29.0
COOP:475352,MERCER RANGER STATION WI US,20071115 06:00,10.0
COOP:475352,MERCER RANGER STATION WI US,20071119 05:00,16.0
COOP:475352,MERCER RANGER STATION WI US,20071119 14:00,26.0
COOP:475352,MERCER RANGER STATION WI US,20071122 00:00,30.0
COOP:475352,MERCER RANGER STATION WI US,20071127 02:00,6.0
COOP:475352,MERCER RANGER STATION WI US,20071128 10:00,8.0
COOP:475352,MERCER RANGER STATION WI US,20071201 01:00,25.0
COOP:475352,MERCER RANGER STATION WI US,20071201 13:00,4.0
COOP:475352,MERCER RANGER STATION WI US,20071201 16:00,14.0
COOP:475352,MERCER RANGER STATION WI US,20071201 17:00,26.0
COOP:475352,MERCER RANGER STATION WI US,20071201 21:00,32.0
COOP:475352,MERCER RANGER STATION WI US,20071201 22:00,22.0
COOP:475352,MERCER RANGER STATION WI US,20071202 00:00,18.0
COOP:475352,MERCER RANGER STATION WI US,20071202 06:00,16.0
COOP:475352,MERCER RANGER STATION WI US,20071205 12:00,19.0
COOP:475352,MERCER RANGER STATION WI US,20071221 07:00,13.0
COOP:475352,MERCER RANGER STATION WI US,20071223 01:00,1.0
COOP:475352,MERCER RANGER STATION WI US,20071223 04:00,29.0
COOP:475352,MERCER RANGER STATION WI US,20071223 06:00,30.0
COOP:475352,MERCER RANGER STATION WI US,20071223 07:00,26.0
COOP:475352,MERCER RANGER STATION WI US,20071223 09:00,15.0
COOP:475352,MERCER RANGER STATION WI US,20071223 10:00,22.0
COOP:475352,MERCER RANGER STATION WI US,20071223 14:00,21.0
COOP:475352,MERCER RANGER STATION WI US,20071223 17:00,0.0
COOP:475352,MERCER RANGER STATION WI US,20071225 20:00,3.0
COOP:475352,MERCER RANGER STATION WI US,20071226 08:00,31.0
COOP:475352,MERCER RANGER STATION WI US,20071226 10:00,12.0
COOP:475352,MERCER RANGER STATION WI US,20071226 12:00,26.0
COOP:475352,MERCER RANGER STATION WI US,20071226 17:00,27.0
COOP:475352,MERCER RANGER STATION WI US,20071229 11:00,0.0
COOP:475352,MERCER RANGER STATION WI US,20080101 01:00,0.0
COOP:475352,MERCER RANGER STATION WI US,20080102 05:00,14.0
COOP:475352,MERCER RANGER STATION WI US,20080107 16:00,16.0
COOP:475352,MERCER RANGER STATION WI US,20080111 16:00,29.0
COOP:475352,MERCER RANGER STATION WI US,20080113 12:00,28.0
COOP:475352,MERCER RANGER STATION WI US,20080117 03:00,5.0
COOP:475352,MERCER RANGER STATION WI US,20080117 11:00,8.0
COOP:475352,MERCER RANGER STATION WI US,20080117 15:00,14.0
COOP:475352,MERCER RANGER STATION WI US,20080117 22:00,1.0
COOP:475352,MERCER RANGER STATION WI US,20080128 20:00,29.0
COOP:475352,MERCER RANGER STATION WI US,20080129 17:00,13.0
COOP:475352,MERCER RANGER STATION WI US,20080201 01:00,17.0
COOP:475352,MERCER RANGER STATION WI US,20080201 08:00,32.0
COOP:475352,MERCER RANGER STATION WI US,20080301 00:00,55.0
COOP:475352,MERCER RANGER STATION WI US,20080301 01:00,33.0
COOP:475352,MERCER RANGER STATION WI US,20080303 09:00,87.0
COOP:475352,MERCER RANGER STATION WI US,20080305 11:00,42.0
COOP:475352,MERCER RANGER STATION WI US,20080312 21:00,85.0
COOP:475352,MERCER RANGER STATION WI US,20080313 01:00,71.0
COOP:475352,MERCER RANGER STATION WI US,20080313 02:00,57.0
COOP:475352,MERCER RANGER STATION WI US,20080313 06:00,46.0
COOP:475352,MERCER RANGER STATION WI US,20080318 01:00,78.0
COOP:475352,MERCER RANGER STATION WI US,20080318 07:00,53.0
COOP:475352,MERCER RANGER STATION WI US,20080318 08:00,59.0
COOP:475352,MERCER RANGER STATION WI US,20080324 23:00,79.0
COOP:475352,MERCER RANGER STATION WI US,20080325 15:00,34.0
COOP:475352,MERCER RANGER STATION WI US,20080331 18:00,65.0
COOP:475352,MERCER RANGER STATION WI US,20080331 21:00,77.0
COOP:475352,MERCER RANGER STATION WI US,20080331 23:00,42.0
COOP:475352,MERCER RANGER STATION WI US,20080401 01:00,90.0
COOP:475352,MERCER RANGER STATION WI US,20080401 05:00,52.0
COOP:475352,MERCER RANGER STATION WI US,20080405 22:00,43.0
COOP:475352,MERCER RANGER STATION WI US,20080407 03:00,82.0
COOP:475352,MERCER RANGER STATION WI US,20080407 11:00,60.0
COOP:475352,MERCER RANGER STATION WI US,20080407 13:00,60.0
COOP:475352,MERCER RANGER STATION WI US,20080407 14:00,76.0
COOP:475352,MERCER RANGER STATION WI US,20080407 15:00,39.0
COOP:475352,MERCER RANGER STATION WI US,20080408 03:00,35.0
COOP:475352,MERCER RANGER STATION WI US,20080409 09:00,90.0
COOP:475352,MERCER RANGER STATION WI US,20080411 01:00,68.0
COOP:475352,MERCER RANGER STATION WI US,20080411 04:00,74.0
COOP:475352,MERCER RANGER STATION WI US,20080411 08:00,51.0
COOP:475352,MERCER RANGER STATION WI US,20080411 10:00,45.0
COOP:475352,MERCER RANGER STATION WI US,20080411 17:00,45.0
COOP:475352,MERCER RANGER STATION WI US,20080411 22:00,71.0
COOP:475352,MERCER RANGER STATION WI US,20080412 02:00,46.0
COOP:475352,MERCER RANGER STATION WI US,20080412 15:00,90.0
COOP:475352,MERCER RANGER STATION WI US,20080419 02:00,58.0
COOP:475352,MERCER RANGER STATION WI US,20080419 04:00,49.0
COOP:475352,MERCER RANGER STATION WI US,20080419 08:00,53.0
COOP:475352,MERCER RANGER STATION WI US,20080421 11:00,67.0
COOP:475352,MERCER RANGER STATION WI US,20080422 06:00,43.0
COOP:475352,MERCER RANGER STATION WI US,20080422 08:00,81.0
COOP:475352,MERCER RANGER STATION WI US,20080424 16:00,84.0
COOP:475352,MERCER RANGER STATION WI US,20080424 17:00,83.0
COOP:475352,MERCER RANGER STATION WI US,20080425 06:00,84.0
COOP:475352,MERCER RANGER STATION WI US,20080425 13:00,32.0
COOP:475352,MERCER RANGER STATION WI US,20080425 20:00,54.0
COOP:475352,MERCER RANGER STATION WI US,20080426 00:00,58.0
COOP:475352,MERCER RANGER STATION WI US,20080426 03:00,40.0
COOP:475352,MERCER RANGER STATION WI US,20080426 05:00,52.0
COOP:475352,MERCER RANGER STATION WI US,20080430 03:00,41.0
COOP:475352,MERCER RANGER STATION WI US,20080430 04:00,79.0
COOP:475352,MERCER RANGER STATION WI US,20080501 00:00,33.0
COOP:475352,MERCER RANGER STATION WI US,20080501 01:00,84.0
COOP:475352,MERCER RANGER STATION WI US,20080601 00:00,72.0
COOP:475352,MERCER RANGER STATION WI US,20080601 01:00,73.0
COOP:475352,MERCER RANGER STATION WI US,20080604 11:00,35.0
COOP:475352,MERCER RANGER STATION WI US,20080604 21:00,47.0
COOP:475352,MERCER RANGER STATION WI US,20080605 22:00,77.0
COOP:475352,MERCER RANGER STATION WI US,20080605 23:00,56.0
COOP:475352,MERCER RANGER STATION WI US,20080606 08:00,85.0
COOP:475352,MERCER RANGER STATION WI US,20080608 21:00,41.0
COOP:475352,MERCER RANGER STATION WI US,20080609 00:00,84.0
COOP:475352,MERCER RANGER STATION WI US,20080610 12:00,53.0
COOP:475352,MERCER RANGER STATION WI US,20080611 16:00,35.0
COOP:475352,MERCER RANGER STATION WI US,20080611 19:00,35.0
COOP:475352,MERCER RANGER STATION WI US,20080611 20:00,71.0
COOP:475352,MERCER RANGER STATION WI US,20080611 21:00,92.0
COOP:475352,MERCER RANGER STATION WI US,20080612 06:00,35.0
COOP:475352,MERCER RANGER STATION WI US,20080612 07:00,84.0
COOP:475352,MERCER RANGER STATION WI US,20080615 21:00,37.0
COOP:475352,MERCER RANGER STATION WI US,20080620 22:00,67.0
COOP:475352,MERCER RANGER STATION WI US,20080621 20:00,44.0
COOP:475352,MERCER RANGER STATION WI US,20080629 11:00,63.0
COOP:475352,MERCER RANGER STATION WI US,20080701 01:00,40.0
COOP:475352,MERCER RANGER STATION WI US,20080706 22:00,67.0
COOP:475352,MERCER RANGER STATION WI US,20080707 20:00,54.0
COOP:475352,MERCER RANGER STATION WI US,20080707 21:00,92.0
COOP:475352,MERCER RANGER STATION WI US,20080707 22:00,45.0
